Update september 2019;Beslag San;itelnr.;Beslag Status Code;Huisvestingtype code;Beslag Diersoort Code;Beslag SubDiersoort Code;Beslag Diersubtype code lijst;Beslag Aantal;Beslag Productie Code;Beslag Productie;Beslag Productie Code Lijst;Beslag Huisvestingstype Code;Locatie beslag LCE Code;Beslag Inrichtingslocatie Geografisch X-coördinaat;Beslag Inrichtingslocatie Geografisch Y-coördinaat;Capaciteit beslag Capaciteit (aantal)
#N/A;BE50137137;-301;ACT;PYHOB;PLTR;GFWL;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;7;NPRWA;Niet gespecifiëerd;NPRWA;NSUHS;HAI;84795;133235;
#N/A;BE50137137;-301;ACT;PYHOB;PLTR;PGN;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;7;NPRWA;Niet gespecifiëerd;NPRWA;NSUHS;HAI;84795;133235;
#N/A;BE50137137;-301;ACT;PYHOB;PLTR;PHST;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;7;NPRWA;Niet gespecifiëerd;NPRWA;NSUHS;HAI;84795;133235;
#N/A;BE50137137;-301;ACT;PYHOB;PLTR;QL;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;7;NPRWA;Niet gespecifiëerd;NPRWA;NSUHS;HAI;84795;133235;
#N/A;BE50137137;-301;ACT;PYHOB;PLTR;TRK;QL.DUCK.TRK.PHST.PGN.GFWL.CHCK;7;NPRWA;Niet gespecifiëerd;NPRWA;NSUHS;HAI;84795;133235;
#N/A;BE50137137;-401;ACT;BIHOB;BIRD;EMU;EMU;7;;;;;HAI;84795;133235;
#N/A;BE50137511;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;HAI;159083.5157;121584.2083;120
#N/A;BE50137528;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;HAI;143132.6307;129797.5573;70
#N/A;BE50137838;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;HAI;;;
#N/A;BE50138001;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BL;PO Opfok - leg;BL;BIO;HAI;;;18600
#N/A;BE50138281;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;HAI;;;27488
#N/A;BE50138990;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;160
#N/A;BE50139172;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;OUT;HAI;;;13000
#N/A;BE50139172;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;OUT;HAI;;;13000
#N/A;BE50139180;-301;ACT;PYHOB;PLTR;CHCK;QL.DUCK.GSE.CHCK;2;;;;;HAI;;;0
#N/A;BE50139180;-301;ACT;PYHOB;PLTR;DUCK;QL.DUCK.GSE.CHCK;2;;;;;HAI;;;0
#N/A;BE50139180;-301;ACT;PYHOB;PLTR;GSE;QL.DUCK.GSE.CHCK;2;;;;;HAI;;;0
#N/A;BE50139180;-301;ACT;PYHOB;PLTR;QL;QL.DUCK.GSE.CHCK;2;;;;;HAI;;;0
#N/A;BE50139441;-301;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;HAI;;;3500
#N/A;BE50139441;-302;ACT;PYLCP;PLTR;DUCK;DUCK;5;NPRWA;Niet gespecifiëerd;NPRWA;OUT;HAI;;;50
#N/A;BE50139441;-303;ACT;PYLCP;PLTR;TRK;TRK;5;NPRWA;Niet gespecifiëerd;NPRWA;OUT;HAI;;;30
#N/A;BE50139441;-304;ACT;PYLCP;PLTR;GSE;GSE;5;NPRWA;Niet gespecifiëerd;NPRWA;OUT;HAI;;;30
#N/A;BE50139581;-301;ACT;PYLCP;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;MEATP.CELAY;BIO;HAI;;;500
#N/A;BE50139581;-301;ACT;PYLCP;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP.CELAY;BIO;HAI;;;500
#N/A;BE50139873;-301;ACT;PYLCP;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;OUT;HAI;;;100
#N/A;BE50139938;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BRL;VOL Opfok - vermeerdering - leg;BRL;OUT;HAI;;;25000
#N/A;BE50140065;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;;;;;HAI;;;1470
#N/A;BE50140073;-301;ACT;PYHOB;PLTR;CHCK;DUCK.GSE.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;HAI;;;
#N/A;BE50140073;-301;ACT;PYHOB;PLTR;DUCK;DUCK.GSE.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;HAI;;;
#N/A;BE50140073;-301;ACT;PYHOB;PLTR;GSE;DUCK.GSE.CHCK;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;HAI;;;
#N/A;BE50140111;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;;;;;HAI;;;199
#N/A;BE50140189;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;;;;;HAI;;;199
#N/A;BE50140219;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;HAI;;;9000
#N/A;BE50140405;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140413;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140421;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140431;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140448;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140456;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140464;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140472;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;;HAI;;;50
#N/A;BE50140502;-301;ACT;PYLCP;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;HAI;;;199
#N/A;BE60000105;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;213598;124065;9600
#N/A;BE60000695;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;LIE;218077;147071;
#N/A;BE60001152;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;205242;131934;
#N/A;BE60001391;-301;ACT;PYHOB;PLTR;CHCK;CHCK;3;NOCSP;Doel zonder consumptie;NOCSP;OUT;LIE;217225;133361;0
#N/A;BE60001871;-301;ACT;PYPRO;PLTR;PHST;PHST;2;MEATP;PV Vleesproductie;MEATP;;LIE;212196;122819;22000
#N/A;BE60002035;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;213459;126422;
#N/A;BE60002442;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;217840;131904;
#N/A;BE60002566;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;228580;134588;
#N/A;BE60002841;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;217532;152922;
#N/A;BE60003546;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;210063;139557;
#N/A;BE60003783;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;217127;119674;
#N/A;BE60003783;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;221328;123337;
#N/A;BE60003872;-301;STP;PYDLR;PLTR;NOTRE;NOTRE;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;LIE;220534;124204;600
#N/A;BE60004161;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;217647;143450;
#N/A;BE60004313;-301;ACT;PYLCP;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;OUT;LIE;216237;128436;15000
#N/A;BE60004313;-302;ACT;PYLCP;PLTR;DUCK;DUCK;6;MEATP;PV Vleesproductie;MEATP;OUT;LIE;216237;128436;600
#N/A;BE60004313;-303;ACT;PYLCP;PLTR;TRK;TRK;6;MEATP;PV Vleesproductie;MEATP;;LIE;216237;128436;1200
#N/A;BE60004313;-304;ACT;PYLCP;PLTR;GFWL;GFWL;6;MEATP;PV Vleesproductie;MEATP;OUT;LIE;216237;128436;1200
#N/A;BE60004331;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;214800;142632;
#N/A;BE60004453;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;226032;133171;
#N/A;BE60004641;-301;ACT;PYLCP;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;LIE;232788;125799;700
#N/A;BE60004641;-302;ACT;PYLCP;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;LIE;232788;125799;700
#N/A;BE60004641;-303;ACT;PYLCP;PLTR;GSE;GSE;7;;;;;LIE;232788;125799;70
#N/A;BE60004641;-304;ACT;PYLCP;PLTR;GFWL;GFWL;7;;;;;LIE;232788;125799;70
#N/A;BE60004860;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;BIO;LIE;216499;120007;19200
#N/A;BE60004860;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;BIO;LIE;215834.6853;122508.7627;4800
#N/A;BE60004860;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;BIO;LIE;216499;120007;19200
#N/A;BE60004860;-302;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;BIO;LIE;215834.6853;122508.7627;4800
#N/A;BE60004860;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;BIO;LIE;216499;120007;19200
#N/A;BE60004860;-303;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;BIO;LIE;215834.6853;122508.7627;4800
#N/A;BE60005001;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;213266;129923;
#N/A;BE60005298;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;225447;135743;56000
#N/A;BE60005689;-401;STP;BIPRO;BIRD;OSTR;OSTR;2;MEATP;PV Vleesproductie;MEATP;OUTDO;LIE;197968;146176;
#N/A;BE60005743;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;232997;125873;
#N/A;BE60005743;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;233003.6567;125880.1896;
#N/A;BE60005891;-301;ACT;PYLCP;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;203955;137858;9600
#N/A;BE60005921;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;223752;133459;
#N/A;BE60006316;-301;STP;PYHOB;PLTR;PGN;PGN;3;NOCSP;Doel zonder consumptie;NOCSP;OUT;LIE;220936;149106;
#N/A;BE60006537;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;223372;125903;
#N/A;BE60006685;-301;ACT;PYLCP;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;LIE;201065;149502;240
#N/A;BE60006863;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;LIE;206806;129346;16500
#N/A;BE60007150;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;BIO;LIE;218439;124894;14400
#N/A;BE60007320;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;219801;149564;
#N/A;BE60007347;-301;ACT;PYLCP;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;OUT;LIE;219885;149913;600
#N/A;BE60007347;-302;ACT;PYLCP;PLTR;TRK;TRK;5;MEATP;PV Vleesproductie;MEATP;OUT;LIE;219885;149913;150
#N/A;BE60007347;-303;ACT;PYLCP;PLTR;GFWL;GFWL;5;MEATP;PV Vleesproductie;MEATP;OUT;LIE;219885;149913;150
#N/A;BE60007691;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;204674;145887;
#N/A;BE60008092;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;229064;125723;
#N/A;BE60008211;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;BIO;LIE;208447;131523;19200
#N/A;BE60008211;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;BIO;LIE;208447;131523;19200
#N/A;BE60008386;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;218663;121070;
#N/A;BE60008408;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;216873;119913;
#N/A;BE60008750;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;214077;132704;
#N/A;BE60008841;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;212118;146902;
#N/A;BE60009471;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;221678;121501;
#N/A;BE60009838;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;210270;154279;
#N/A;BE60009870;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;209805;147328;
#N/A;BE60010011;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;220319;149214;
#N/A;BE60010161;-301;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;LIE;219607;149028;2500
#N/A;BE60010161;-302;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;LIE;219607;149028;1750
#N/A;BE60010161;-303;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;LIE;219607;149028;1750
#N/A;BE60010992;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;215933;153894;
#N/A;BE60011107;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;199806;147719;
#N/A;BE60011158;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;199849;147237;79200
#N/A;BE60011281;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;BIO;LIE;233010;130725;24000
#N/A;BE60011281;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;BIO;LIE;;;4800
#N/A;BE60011281;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;BIO;LIE;233010;130725;24000
#N/A;BE60011281;-302;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;BIO;LIE;;;4800
#N/A;BE60011573;-301;STP;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;;LIE;215185;140925;
#N/A;BE60012049;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;210144;134123;
#N/A;BE60012049;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;;;
#N/A;BE60012286;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;204111;154790;
#N/A;BE60012375;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;208163;135020;
#N/A;BE60012502;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;LIE;196989;151622;160800
#N/A;BE60012596;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;206676;144421;
#N/A;BE60012741;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;217144;144409;24000
#N/A;BE60012741;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;217144;144409;24000
#N/A;BE60012741;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;217144;144409;24000
#N/A;BE60013479;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;217113;148499;
#N/A;BE60013551;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;201459;149620;
#N/A;BE60014548;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;LIE;224663;137817;120000
#N/A;BE60014548;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;LIE;;;60000
#N/A;BE60014548;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;LIE;;;60000
#N/A;BE60014858;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;;;
#N/A;BE60015110;-301;ACT;PYLCP;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;LIE;231541;153394;3600
#N/A;BE60015420;-301;ACT;PYLCP;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;248021;153344;9000
#N/A;BE60015439;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;247877;154543;
#N/A;BE60015943;-301;ACT;PYHOB;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;236396;141487;0
#N/A;BE60017652;-301;ACT;PYLCP;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;LIE;235953;135193;720
#N/A;BE60017946;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;LIE;238675;134834;78960
#N/A;BE60018561;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;225848;144431;57000
#N/A;BE60019353;-301;ACT;PYLCP;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;LIE;229562;136441;400
#N/A;BE60019353;-301;ACT;PYLCP;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;LIE;236759.8848;136664.0372;200
#N/A;BE60019779;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;247943;153368;36000
#N/A;BE60020610;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;233014;156272;
#N/A;BE60021013;-301;ACT;PYLCP;PLTR;DUCK;DUCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;237243;131827;2500
#N/A;BE60022850;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;225274;155911;46000
#N/A;BE60023016;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;224682;148591;
#N/A;BE60023520;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;246489;137774;
#N/A;BE60024284;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;227088;151537;
#N/A;BE60024421;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;245259;155895;
#N/A;BE60024926;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;249247;156907;
#N/A;BE60025515;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;224054;146656;
#N/A;BE60025711;-301;ACT;PYLCP;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;LIE;242712;140727;24000
#N/A;BE60025711;-302;ACT;PYLCP;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;LIE;242712;140727;300
#N/A;BE60026228;-301;ACT;PYLCP;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;NSUHS;LIE;240438;133653;398
#N/A;BE60027151;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;214419;156151;
#N/A;BE60028166;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;201665;142039;
#N/A;BE60030349;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;217185;147861;
#N/A;BE60030411;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;209522;146445;118500
#N/A;BE60030721;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;206326;131527;
#N/A;BE60030756;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;197222;155995;
#N/A;BE60031027;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;210811;142648;
#N/A;BE60031132;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;214725;151386;
#N/A;BE60032198;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;227922;157268;5200
#N/A;BE60037653;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;OUT;LIE;202991;142225;
#N/A;BE60037653;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;LIE;202991;142225;4
#N/A;BE60037653;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;LIE;202991;142225;20
#N/A;BE60037866;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;LIE;207340;148732;
#N/A;BE60038102;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;LIE;240710;147753;
#N/A;BE60041995;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;4;NOCSP;Doel zonder consumptie;NOCSP;OUT;LIE;226106;149613;1600
#N/A;BE60043076;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;LIE;231379;128975;159600
#N/A;BE60043076;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;LIE;231284.6196;106386.9409;39900
#N/A;BE60043076;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;LIE;233253.2296;122131.5672;39900
#N/A;BE60045419;-401;ACT;BIHOB;BIRD;EMU;OSTR.EMU.NANDU;5;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;LIE;247068;133467;100
#N/A;BE60045419;-401;ACT;BIHOB;BIRD;NANDU;OSTR.EMU.NANDU;5;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;LIE;247068;133467;100
#N/A;BE60045419;-401;ACT;BIHOB;BIRD;OSTR;OSTR.EMU.NANDU;5;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;LIE;247068;133467;100
#N/A;BE60046563;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;247372;142095;
#N/A;BE60046571;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;227625;127997;54000
#N/A;BE60046581;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;219697;138418;
#N/A;BE60046598;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;215472;130887;
#N/A;BE60046611;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;229499;147369;
#N/A;BE60046628;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;238514;122274;
#N/A;BE60046636;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;233907;125751;
#N/A;BE60046644;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;228275;145509;
#N/A;BE60046652;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;LIE;225661;126726;
#N/A;BE60046849;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;217215;121431;14400
#N/A;BE60046849;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;LIE;217215;121431;14400
