ID_herd;ID_farm;H3N1;Longitude;Latitude;Species;SubspeciesList;Outdoor;ProductionList;Capacity;Date_capacity
BE40233766-0302;BE40233766;#N/A;4.16812;51.20661;Pluimvee;CHCK;NA;MEATP;19000;1/04/2019
BE70065329-0301;BE70065329;#N/A;5.57282;51.2071;Pluimvee;CHCK;NA;HERM;8000;1/04/2019
BE70065329-0302;BE70065329;#N/A;5.57282;51.2071;Pluimvee;CHCK;NA;HERM;8000;1/04/2019
BE70065329-0303;BE70065329;#N/A;5.57282;51.2071;Pluimvee;CHCK;NA;HERM;8000;1/04/2019
BE70065329-0304;BE70065329;#N/A;5.57282;51.2071;Pluimvee;CHCK;NA;HERM;9000;1/04/2019
BE40233911-0301;BE40233911;#N/A;4.17101;51.20757;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40233911-0302;BE40233911;#N/A;4.17101;51.20757;Pluimvee;CHCK;NA;MEATP;21500;1/04/2019
BE40233911-0303;BE40233911;#N/A;4.17101;51.20757;Pluimvee;CHCK;NA;MEATP;42000;1/04/2019
BE40132137-0301;BE40132137;#N/A;4.1682;51.20785;Pluimvee;CHCK;NA;MEATP;22500;1/04/2019
BE40132137-0302;BE40132137;#N/A;4.1682;51.20785;Pluimvee;CHCK;NA;MEATP;22500;1/04/2019
BE31015780-0301;BE31015780;#N/A;3.16333;51.20825;Pluimvee;PHST;NA;NOCSP;0;1/04/2019
BE10239883-0301;BE10239883;#N/A;4.57092;51.2085;Pluimvee;CHCK;No;CELAY;59640;1/04/2019
BE31028688-0301;BE31028688;#N/A;3.33747;51.2087;Pluimvee;CHCK;No;CELAY;33500;1/04/2019
BE30340424-0301;BE30340424;#N/A;3.32224;51.20916;Pluimvee;CHCK;Yes;CELAY;3000;1/04/2019
BE10071389-0301;BE10071389;#N/A;4.9603;51.20951;Pluimvee;CHCK;No;HERL.HERM;NA;1/04/2019
BE10179724-0301;BE10179724;#N/A;4.9603;51.20951;Pluimvee;CHCK;Yes;CELAY;60000;1/04/2019
BE10179724-0302;BE10179724;#N/A;4.9603;51.20951;Pluimvee;CHCK;No;CELAY;40000;1/04/2019
BE10235772-0301;BE10235772;#N/A;4.9603;51.20951;Pluimvee;CHCK;NA;BL;80000;1/04/2019
BE40127710-0301;BE40127710;#N/A;3.68088;51.21055;Pluimvee;CHCK;NA;MEATP;66000;1/04/2019
BE40041875-0301;BE40041875;#N/A;3.85541;51.21076;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE31141816-0301;BE31141816;#N/A;3.35079;51.2111;Pluimvee;CHCK;No;CELAY;60000;1/04/2019
BE10160624-0301;BE10160624;#N/A;4.99219;51.21169;Pluimvee;CHCK;Yes;CELAY;12000;1/04/2019
BE10160624-0302;BE10160624;#N/A;4.99219;51.21169;Pluimvee;CHCK;Yes;CELAY;50000;1/04/2019
BE40234401-0301;BE40234401;#N/A;4.22713;51.21185;Pluimvee;CHCK;NA;HERM;20000;1/04/2019
BE10178086-0301;BE10178086;#N/A;4.91971;51.21264;Pluimvee;CHCK;NA;MEATP;39000;1/04/2019
BE40127540-0301;BE40127540;#N/A;3.67909;51.21336;Pluimvee;CHCK;NA;MEATP;49999;1/04/2019
BE40233723-0301;BE40233723;#N/A;3.48312;51.21359;Pluimvee;CHCK;No;CELAY;21000;1/04/2019
BE40333094-0301;BE40333094;#N/A;4.22707;51.21362;Pluimvee;CHCK;NA;HERM;20000;1/04/2019
BE40233618-0301;BE40233618;#N/A;3.56805;51.21372;Pluimvee;CHCK;NA;HERM;6800;1/04/2019
BE40233618-0302;BE40233618;#N/A;3.56805;51.21372;Pluimvee;CHCK;NA;HERM;6800;1/04/2019
BE40233618-0303;BE40233618;#N/A;3.56805;51.21372;Pluimvee;CHCK;NA;HERM;5600;1/04/2019
BE40233618-0304;BE40233618;#N/A;3.56805;51.21372;Pluimvee;CHCK;NA;HERM;15300;1/04/2019
BE40131904-0301;BE40131904;#N/A;4.16241;51.21556;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE40131904-0302;BE40131904;#N/A;4.16241;51.21556;Pluimvee;CHCK;NA;MEATP;17000;1/04/2019
BE10196351-0301;BE10196351;#N/A;4.51246;51.21571;Pluimvee;CHCK;Yes;CELAY;NA;1/04/2019
BE10241896-0301;BE10241896;#N/A;4.4228;51.21605;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE10241896-0401;BE10241896;#N/A;4.4228;51.21605;Loopvogel;OSTR;NA;NA;NA;1/04/2019
BE40234894-0301;BE40234894;#N/A;3.73125;51.21623;Pluimvee;CHCK;NA;BRM;16000;1/04/2019
BE40234894-0302;BE40234894;#N/A;3.73125;51.21623;Pluimvee;CHCK;NA;BRM;16000;1/04/2019
BE40234894-0303;BE40234894;#N/A;3.73125;51.21623;Pluimvee;CHCK;NA;BRM;10000;1/04/2019
BE40234894-0304;BE40234894;#N/A;3.73125;51.21623;Pluimvee;CHCK;NA;BRM;16000;1/04/2019
BE10178930-0301;BE10178930;#N/A;4.83827;51.21659;Pluimvee;CHCK;NA;MEATP;70000;1/04/2019
BE10120223-0301;BE10120223;#N/A;4.77832;51.21743;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE40035281-0301;BE40035281;#N/A;3.51105;51.219;Pluimvee;CHCK;NA;MEATP;45000;1/04/2019
BE10105781-0301;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;44000;1/04/2019
BE10105781-0302;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;44000;1/04/2019
BE10105781-0303;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;29240;1/04/2019
BE10105781-0304;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;29240;1/04/2019
BE10105781-0305;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;29240;1/04/2019
BE10105781-0306;BE10105781;#N/A;4.842976929;51.22030724;Pluimvee;CHCK;No;CELAY;29240;1/04/2019
BE40212963-0301;BE40212963;#N/A;4.08162;51.22062;Pluimvee;CHCK;NA;MEATP;100000;1/04/2019
BE40233936-0301;BE40233936;#N/A;3.56941;51.22215;Pluimvee;CHCK;NA;MEATP;57500;1/04/2019
BE40062767-0301;BE40062767;#N/A;4.28623;51.22358;Pluimvee;CHCK;Yes;MEATP.CELAY;9998;1/04/2019
BE40035875-0301;BE40035875;#N/A;3.56564;51.22364;Pluimvee;CHCK;Yes;CELAY;18000;1/04/2019
BE40234071-0301;BE40234071;#N/A;3.63816;51.22538;Pluimvee;CHCK;NA;HESR;34000;1/04/2019
BE40035964-0301;BE40035964;#N/A;3.55313;51.22553;Pluimvee;CHCK;NA;BRM;20900;1/04/2019
BE40035964-0302;BE40035964;#N/A;3.55313;51.22553;Pluimvee;CHCK;NA;BRM;20900;1/04/2019
BE10133902-0301;BE10133902;#N/A;4.98164;51.22693;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE40068102-0301;BE40068102;#N/A;4.10418;51.22703;Pluimvee;CHCK;No;CELAY;60000;1/04/2019
BE40235671-0301;BE40235671;#N/A;4.10418;51.22703;Pluimvee;CHCK;No;CELAY;90000;1/04/2019
BE40234381-0301;BE40234381;#N/A;4.17091;51.22783;Pluimvee;CHCK;NA;MEATP;24950;1/04/2019
BE40234381-0302;BE40234381;#N/A;4.17091;51.22783;Pluimvee;CHCK;NA;MEATP;24950;1/04/2019
BE10236817-0301;BE10236817;#N/A;4.85467;51.22897;Pluimvee;CHCK;NA;MEATP;88000;1/04/2019
BE40049132-0301;BE40049132;#N/A;4.24441;51.22922;Pluimvee;CHCK;NA;MEATP;38000;1/04/2019
BE10106050-0301;BE10106050;#N/A;4.85445;51.22934;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE70002998-0301;BE70002998;#N/A;5.52725;51.22978;Pluimvee;CHCK;No;CELAY;59900;1/04/2019
BE40035409-0301;BE40035409;#N/A;3.56935;51.2314;Pluimvee;CHCK;NA;HERM;8500;1/04/2019
BE40035409-0302;BE40035409;#N/A;3.56935;51.2314;Pluimvee;CHCK;NA;HERM;17500;1/04/2019
BE40316904-0301;BE40316904;#N/A;3.57006;51.23151;Pluimvee;CHCK;No;CELAY;161200;1/04/2019
BE40003711-0301;BE40003711;#N/A;3.72631;51.2322;Pluimvee;CHCK;NA;BRM;10000;1/04/2019
BE40003711-0302;BE40003711;#N/A;3.72631;51.2322;Pluimvee;CHCK;NA;BRM;10000;1/04/2019
BE40233472-0301;BE40233472;#N/A;4.20569;51.23426;Pluimvee;CHCK;No;CELAY;6250;1/04/2019
BE40233472-0302;BE40233472;#N/A;4.20569;51.23426;Pluimvee;CHCK;No;CELAY;5900;1/04/2019
BE40233472-0303;BE40233472;#N/A;4.20569;51.23426;Pluimvee;CHCK;No;CELAY;6250;1/04/2019
BE70106467-0301;BE70106467;#N/A;5.26656;51.2344;Pluimvee;CHCK;NA;MEATP;105000;1/04/2019
BE40132821-0301;BE40132821;#N/A;4.10689;51.23733;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE40132821-0302;BE40132821;#N/A;4.10689;51.23733;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE40132821-0303;BE40132821;#N/A;4.10689;51.23733;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE70071396-0301;BE70071396;#N/A;5.44534;51.23764;Pluimvee;CHCK;No;CELAY;20000;1/04/2019
BE40235629-0301;BE40235629;#N/A;4.18873;51.23959;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE40235629-0302;BE40235629;#N/A;4.18873;51.23959;Pluimvee;CHCK;NA;MEATP;25000;1/04/2019
BE40068137-0301;BE40068137;#N/A;4.11814;51.24058;Pluimvee;CHCK;NA;MEATP;200000;1/04/2019
BE10244747-0301;BE10244747;#N/A;5.08303;51.24107;Pluimvee;NOTRE;NA;NOCSP;300;1/04/2019
BE40040151-0301;BE40040151;#N/A;3.59704;51.24192;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE40282740-0301;BE40282740;#N/A;3.54967;51.243;Pluimvee;TRK;Yes;MEATP;300;1/04/2019
BE30411437-0301;BE30411437;#N/A;3.1131;51.24378;Pluimvee;CHCK;NA;HERL.HERM.HESL.HESM;28000;1/04/2019
BE70143354-0301;BE70143354;#N/A;5.532458;51.243809;Pluimvee;NOTRE;NA;NOCSP;250;1/04/2019
BE40006115-0301;BE40006115;#N/A;3.67392;51.2449;Pluimvee;CHCK;NA;MEATP;19500;1/04/2019
BE10244771-0301;BE10244771;#N/A;5.110450572;51.24510753;Pluimvee;NOTRE;NA;NOCSP;80;1/04/2019
BE40233261-0301;BE40233261;#N/A;3.56185;51.24533;Pluimvee;CHCK;NA;BRM;12000;1/04/2019
BE40233261-0302;BE40233261;#N/A;3.56185;51.24533;Pluimvee;CHCK;NA;BRM;12900;1/04/2019
BE40132846-0301;BE40132846;#N/A;4.15268;51.24609;Pluimvee;CHCK;NA;BL;28000;1/04/2019
BE70106203-0301;BE70106203;#N/A;5.417253021;51.24718612;Pluimvee;CHCK;No;CELAY;16750;1/04/2019
BE70106203-0302;BE70106203;#N/A;5.417253021;51.24718612;Pluimvee;CHCK;No;CELAY;17800;1/04/2019
BE70106203-0303;BE70106203;#N/A;5.417253021;51.24718612;Pluimvee;CHCK;No;CELAY;16000;1/04/2019
BE70105886-0301;BE70105886;#N/A;5.41763;51.24725;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE40330753-0301;BE40330753;#N/A;3.59129;51.24748;Pluimvee;PHST;Yes;NOCSP;0;1/04/2019
BE70144458-0301;BE70144458;#N/A;5.4801;51.24897;Pluimvee;NOTRE;Yes;NOCSP;199;1/04/2019
BE40233251-0301;BE40233251;#N/A;3.61673;51.25083;Pluimvee;CHCK;NA;MEATP;59500;1/04/2019
BE10123486-0301;BE10123486;#N/A;4.78225;51.25163;Pluimvee;CHCK;NA;MEATP;39500;1/04/2019
BE10177373-0301;BE10177373;#N/A;5.01403;51.2523;Pluimvee;CHCK;NA;BL;19500;1/04/2019
BE10177373-0302;BE10177373;#N/A;5.01403;51.2523;Pluimvee;CHCK;NA;BL;20000;1/04/2019
BE40233022-0301;BE40233022;#N/A;3.68134;51.25253;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE40233022-0302;BE40233022;#N/A;3.68134;51.25253;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE40233022-0303;BE40233022;#N/A;3.68134;51.25253;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE40233022-0304;BE40233022;#N/A;3.68134;51.25253;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE70061420-0301;BE70061420;#N/A;5.51228;51.25259;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE70061420-0302;BE70061420;#N/A;5.51228;51.25259;Pluimvee;CHCK;NA;MEATP;12000;1/04/2019
BE70061420-0303;BE70061420;#N/A;5.51228;51.25259;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE70061420-0304;BE70061420;#N/A;5.51228;51.25259;Pluimvee;CHCK;NA;MEATP;24000;1/04/2019
BE10232641-0301;BE10232641;#N/A;5.01619;51.25328;Pluimvee;CHCK;NA;BL;59500;1/04/2019
BE70045239-0301;BE70045239;#N/A;5.34094;51.25337;Pluimvee;NOTRE;Yes;NOCSP;2000;1/04/2019
BE10068663-0301;BE10068663;#N/A;5.10781;51.25474;Pluimvee;CHCK;No;CELAY;38000;1/04/2019
BE10068663-0302;BE10068663;#N/A;5.10781;51.25474;Pluimvee;CHCK;No;CELAY;38500;1/04/2019
BE40233200-0301;BE40233200;#N/A;3.69246;51.25492;Pluimvee;CHCK;NA;MEATP;24950;1/04/2019
BE40233200-0302;BE40233200;#N/A;3.69246;51.25492;Pluimvee;CHCK;NA;MEATP;24950;1/04/2019
BE40270726-0301;BE40270726;#N/A;4.09384;51.25555;Pluimvee;CHCK;No;CELAY;NA;1/04/2019
BE70144229-0301;BE70144229;#N/A;5.3888;51.25659;Pluimvee;NOTRE;Yes;NOCSP;318;1/04/2019
BE70105290-0301;BE70105290;#N/A;5.42661;51.25709;Pluimvee;CHCK;NA;MEATP;50500;1/04/2019
BE10173629-0301;BE10173629;#N/A;5.05557;51.25729;Pluimvee;CHCK;Yes;CELAY;NA;1/04/2019
BE10110015-0301;BE10110015;#N/A;5.05444;51.25903;Pluimvee;CHCK;Yes;CELAY;9500;1/04/2019
BE40006905-0301;BE40006905;#N/A;3.73733;51.26019;Pluimvee;CHCK;NA;MEATP;580000;1/04/2019
BE40127397-0301;BE40127397;#N/A;3.73909;51.26021;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE10178515-0301;BE10178515;#N/A;5.0112;51.2604;Pluimvee;CHCK;NA;MEATP;75000;1/04/2019
BE10109564-0301;BE10109564;#N/A;5.0408;51.26254;Pluimvee;CHCK;Yes;CELAY;NA;1/04/2019
BE70140126-0301;BE70140126;#N/A;5.47854;51.26645;Pluimvee;QL.PRTG;NA;NOCSP;0;1/04/2019
BE30999965-0301;BE30999965;#N/A;3.33002;51.26648;Pluimvee;CHCK;NA;MEATP;23500;1/04/2019
BE70033461-0301;BE70033461;#N/A;5.54551;51.2665;Pluimvee;CHCK;NA;MEATP;11000;1/04/2019
BE70033461-0302;BE70033461;#N/A;5.54551;51.2665;Pluimvee;CHCK;NA;MEATP;11000;1/04/2019
BE40057194-0301;BE40057194;#N/A;4.11432;51.26704;Pluimvee;CHCK;NA;MEATP;38000;1/04/2019
BE40057194-0302;BE40057194;#N/A;4.11432;51.26704;Pluimvee;CHCK;NA;MEATP;21800;1/04/2019
BE10179041-0301;BE10179041;#N/A;4.97781;51.26728;Pluimvee;CHCK;NA;MEATP;84000;1/04/2019
BE70103808-0301;BE70103808;#N/A;5.5418;51.26805;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE70103808-0302;BE70103808;#N/A;5.5418;51.26805;Pluimvee;CHCK;NA;MEATP;21000;1/04/2019
BE70103808-0303;BE70103808;#N/A;5.5418;51.26805;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE70105411-0301;BE70105411;#N/A;5.53833;51.27235;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE70105411-0302;BE70105411;#N/A;5.53833;51.27235;Pluimvee;CHCK;NA;MEATP;28000;1/04/2019
BE70105411-0303;BE70105411;#N/A;5.53833;51.27235;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE70105411-0304;BE70105411;#N/A;5.53833;51.27235;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE70105411-0305;BE70105411;#N/A;5.53833;51.27235;Pluimvee;CHCK;NA;MEATP;36000;1/04/2019
BE40039323-0301;BE40039323;#N/A;3.531;51.2727;Pluimvee;CHCK;NA;MEATP;70000;1/04/2019
BE70073471-0301;BE70073471;#N/A;5.5374;51.27343;Pluimvee;CHCK;NA;MEATP;15000;1/04/2019
BE10123567-0301;BE10123567;#N/A;4.78576;51.27363;Pluimvee;CHCK;Yes;BL;10000;1/04/2019
BE30420789-0301;BE30420789;#N/A;3.06471;51.27465;Pluimvee;CHCK;NA;MEATP;29990;1/04/2019
BE10077735-0301;BE10077735;#N/A;4.84583;51.27485;Pluimvee;CHCK;NA;MEATP;18000;1/04/2019
BE10117664-0301;BE10117664;#N/A;4.92892;51.27618;Pluimvee;CHCK;NA;MEATP;59999;1/04/2019
BE40233928-0301;BE40233928;#N/A;3.64475;51.27735;Pluimvee;CHCK;NA;HERM;16820;1/04/2019
BE40233928-0302;BE40233928;#N/A;3.64475;51.27735;Pluimvee;CHCK;NA;HERM;6510;1/04/2019
BE40233928-0303;BE40233928;#N/A;3.64475;51.27735;Pluimvee;CHCK;NA;HERM;6510;1/04/2019
BE40233928-0304;BE40233928;#N/A;3.64475;51.27735;Pluimvee;CHCK;NA;HERM;21160;1/04/2019
BE40233928-0305;BE40233928;#N/A;3.64475;51.27735;Pluimvee;CHCK;NA;BRM;1000;1/04/2019
BE10201691-0301;BE10201691;#N/A;5.11596;51.27736;Pluimvee;NOTRE;NA;NOCSP;400;1/04/2019
BE10152699-0301;BE10152699;#N/A;4.9719;51.27771;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE10152699-0302;BE10152699;#N/A;4.9719;51.27771;Pluimvee;CHCK;NA;MEATP;32000;1/04/2019
BE10152699-0303;BE10152699;#N/A;4.9719;51.27771;Pluimvee;CHCK;NA;MEATP;36000;1/04/2019
BE40132064-0301;BE40132064;#N/A;4.1887;51.27781;Pluimvee;CHCK;NA;MEATP;39999;1/04/2019
BE10178884-0301;BE10178884;#N/A;4.98194;51.2784;Pluimvee;CHCK;NA;BL;25000;1/04/2019
BE10178884-0302;BE10178884;#N/A;4.98194;51.2784;Pluimvee;CHCK;NA;BL;37500;1/04/2019
BE10178884-0303;BE10178884;#N/A;4.98194;51.2784;Pluimvee;CHCK;NA;BL;37500;1/04/2019
BE30351558-0301;BE30351558;#N/A;3.33034;51.27853;Pluimvee;CHCK;NA;MEATP;39960;1/04/2019
BE10159855-0301;BE10159855;#N/A;4.9757;51.27865;Pluimvee;CHCK;NA;MEATP;34000;1/04/2019
BE10159855-0302;BE10159855;#N/A;4.9757;51.27865;Pluimvee;CHCK;NA;MEATP;38000;1/04/2019
BE10159855-0303;BE10159855;#N/A;4.9757;51.27865;Pluimvee;CHCK;NA;MEATP;38000;1/04/2019
BE10117346-0301;BE10117346;#N/A;4.92717;51.28021;Pluimvee;CHCK;NA;MEATP;10000;1/04/2019
BE10117346-0302;BE10117346;#N/A;4.92717;51.28021;Pluimvee;CHCK;NA;MEATP;10000;1/04/2019
BE31006110-0301;BE31006110;#N/A;3.26255;51.28026;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE31006110-0302;BE31006110;#N/A;3.26255;51.28026;Pluimvee;CHCK;NA;MEATP;22000;1/04/2019
BE31006110-0303;BE31006110;#N/A;3.26255;51.28026;Pluimvee;CHCK;NA;MEATP;24500;1/04/2019
BE10180757-0301;BE10180757;#N/A;4.9259;51.28118;Pluimvee;CHCK;No;CELAY;36143;1/04/2019
BE10185491-0301;BE10185491;#N/A;4.89509;51.28351;Pluimvee;CHCK;Yes;CELAY;8000;1/04/2019
BE10119810-0301;BE10119810;#N/A;4.78257;51.28489;Pluimvee;CHCK;NA;BRM;27000;1/04/2019
BE10177675-0301;BE10177675;#N/A;4.96315;51.28556;Pluimvee;CHCK;NA;MEATP;24999;1/04/2019
BE10177675-0302;BE10177675;#N/A;4.96315;51.28556;Pluimvee;CHCK;NA;MEATP;24999;1/04/2019
BE10110351-0301;BE10110351;#N/A;5.05845;51.28801;Pluimvee;CHCK;No;CELAY;33000;1/04/2019
BE10105488-0301;BE10105488;#N/A;4.98717;51.28834;Pluimvee;CHCK;NA;MEATP;29000;1/04/2019
BE10105488-0302;BE10105488;#N/A;4.98717;51.28834;Pluimvee;CHCK;NA;MEATP;59000;1/04/2019
BE10178000-0301;BE10178000;#N/A;4.79614;51.28901;Pluimvee;CHCK;NA;BL;62200;1/04/2019
BE10119217-0301;BE10119217;#N/A;4.79284;51.28969;Pluimvee;CHCK;No;CELAY;71000;1/04/2019
BE10067081-0301;BE10067081;#N/A;4.82239;51.29153;Pluimvee;CHCK;NA;BRM;5000;1/04/2019
BE10144092-0301;BE10144092;#N/A;4.94252;51.29364;Pluimvee;CHCK;NA;MEATP;14999;1/04/2019
BE10178868-0301;BE10178868;#N/A;4.79712;51.29528;Pluimvee;CHCK;NA;BL;25000;1/04/2019
BE10178868-0302;BE10178868;#N/A;4.79712;51.29528;Pluimvee;CHCK;NA;BL;45000;1/04/2019
BE10208031-0301;BE10208031;#N/A;4.906;51.29567;Pluimvee;CHCK;NA;MEATP;NA;1/04/2019
BE10122927-0301;BE10122927;#N/A;4.90596;51.29575;Pluimvee;CHCK;NA;BRM;24288;1/04/2019
BE10122927-0302;BE10122927;#N/A;4.90596;51.29575;Pluimvee;CHCK;NA;BRM;28512;1/04/2019
BE10179457-0301;BE10179457;#N/A;4.85446;51.29754;Pluimvee;CHCK;NA;MEATP;16575;1/04/2019
BE10061121-0301;BE10061121;#N/A;5.09101;51.29758;Pluimvee;CHCK;NA;MEATP;54000;1/04/2019
BE10175702-0301;BE10175702;#N/A;4.89012;51.29843;Pluimvee;CHCK;NA;MEATP;42000;1/04/2019
BE10244453-0301;BE10244453;#N/A;5.04371;51.29856;Pluimvee;CHCK;NA;BRM;81000;1/04/2019
BE30351991-0301;BE30351991;#N/A;3.31466;51.29888;Pluimvee;CHCK;NA;MEATP;27000;1/04/2019
BE10133228-0301;BE10133228;#N/A;5.03332;51.29899;Pluimvee;CHCK;NA;MEATP;40000;1/04/2019
BE10242337-0301;BE10242337;#N/A;5.03375;51.29984;Pluimvee;CHCK;NA;HERM;22500;1/04/2019
BE10242337-0302;BE10242337;#N/A;5.03375;51.29984;Pluimvee;CHCK;NA;HERM;22500;1/04/2019
BE30351574-0301;BE30351574;#N/A;3.36032;51.30082;Pluimvee;TRK;NA;MEATP;9000;1/04/2019
BE10179538-0301;BE10179538;#N/A;5.0587;51.30119;Pluimvee;CHCK;NA;MEATP;68000;1/04/2019
BE40235440-0301;BE40235440;#N/A;4.18346;51.30431;Pluimvee;CHCK;NA;MEATP;24500;1/04/2019
BE40235440-0302;BE40235440;#N/A;4.18346;51.30431;Pluimvee;CHCK;NA;MEATP;24500;1/04/2019
BE10018615-0301;BE10018615;#N/A;4.71275;51.308;Pluimvee;CHCK;NA;MEATP;160000;1/04/2019
BE40328937-0301;BE40328937;#N/A;4.18906;51.30886;Pluimvee;CHCK;NA;MEATP;80000;1/04/2019
BE30300856-0301;BE30300856;#N/A;3.31739;51.30952;Pluimvee;CHCK;NA;MEATP;55000;1/04/2019
BE10018747-0301;BE10018747;#N/A;4.72286;51.30965;Pluimvee;CHCK;NA;MEATP;20000;1/04/2019
BE10019123-0301;BE10019123;#N/A;4.77359;51.31251;Pluimvee;CHCK;NA;MEATP;42500;1/04/2019
BE10019123-0302;BE10019123;#N/A;4.77359;51.31251;Pluimvee;CHCK;NA;MEATP;17500;1/04/2019
BE10062193-0351;BE10062193;#N/A;5.05569;51.31407;Pluimvee;CHCK;NA;DOLA;2937600;1/04/2019
BE10179031-0301;BE10179031;#N/A;5.04078;51.31431;Pluimvee;CHCK;NA;HERL;14000;1/04/2019
BE10027525-0301;BE10027525;#N/A;4.68196;51.31571;Pluimvee;CHCK;Yes;CELAY;4999;1/04/2019
BE10179015-0301;BE10179015;#N/A;5.05147;51.316005;Pluimvee;CHCK;NA;HERM;13000;1/04/2019
BE10179023-0301;BE10179023;#N/A;5.05214;51.31852;Pluimvee;CHCK;NA;HERL;16000;1/04/2019
BE10179023-0302;BE10179023;#N/A;5.05214;51.31852;Pluimvee;CHCK;NA;HERL;24000;1/04/2019
BE10010428-0301;BE10010428;#N/A;4.38796;51.3193;Pluimvee;CHCK;No;CELAY;7776;1/04/2019
BE30300910-0301;BE30300910;#N/A;3.35375;51.32055;Pluimvee;PHST;Yes;NOCSP;0;1/04/2019
BE40057135-0301;BE40057135;#N/A;4.20809;51.32403;Pluimvee;CHCK;NA;MEATP;37000;1/04/2019
BE40152014-0301;BE40152014;#N/A;4.20762;51.32433;Pluimvee;CHCK;NA;MEATP;44000;1/04/2019
BE10002751-0301;BE10002751;#N/A;4.63347;51.3255;Pluimvee;CHCK;Yes;CELAY;25000;1/04/2019
BE10178558-0301;BE10178558;#N/A;4.70498;51.32585;Pluimvee;CHCK;NA;MEATP;40500;1/04/2019
BE10178558-0302;BE10178558;#N/A;4.70498;51.32585;Pluimvee;CHCK;NA;MEATP;29250;1/04/2019
BE10178558-0303;BE10178558;#N/A;4.70498;51.32585;Pluimvee;CHCK;NA;MEATP;29250;1/04/2019
BE10178558-0304;BE10178558;#N/A;4.70498;51.32585;Pluimvee;CHCK;NA;MEATP;36000;1/04/2019
BE10178558-0305;BE10178558;#N/A;4.70498;51.32585;Pluimvee;CHCK;NA;MEATP;40500;1/04/2019
BE10178760-0301;BE10178760;#N/A;4.75029;51.3269;Pluimvee;CHCK;NA;MEATP;48000;1/04/2019
BE10178760-0302;BE10178760;#N/A;4.75029;51.3269;Pluimvee;QL;NA;MEATP;52800;1/04/2019
BE10178760-0303;BE10178760;#N/A;4.75029;51.3269;Pluimvee;CHCK;NA;MEATP;57600;1/04/2019
BE10178663-0301;BE10178663;#N/A;4.88811;51.329;Pluimvee;CHCK;NA;MEATP;35000;1/04/2019
BE10025514-0301;BE10025514;#N/A;4.36098;51.32953;Pluimvee;CHCK;Yes;MEATP;NA;1/04/2019
BE10003073-0301;BE10003073;#N/A;4.61835;51.32977;Pluimvee;CHCK;Yes;CELAY;7500;1/04/2019
BE10180765-0301;BE10180765;#N/A;4.97729;51.33049;Pluimvee;CHCK;No;CELAY;30000;1/04/2019
BE10067578-0301;BE10067578;#N/A;4.83678;51.33125;Pluimvee;CHCK;NA;HERM;8200;1/04/2019
BE10104724-0301;BE10104724;#N/A;4.986;51.33174;Pluimvee;CHCK;NA;MEATP;29000;1/04/2019
BE10113448-0301;BE10113448;#N/A;4.75734;51.33236;Pluimvee;CHCK;NA;MEATP;39000;1/04/2019
BE10206586-0301;BE10206586;#N/A;4.70735;51.33357;Pluimvee;CHCK;NA;MEATP;186000;1/04/2019
BE10136782-0301;BE10136782;#N/A;4.56071;51.33364;Pluimvee;CHCK;NA;MEATP;12500;1/04/2019
BE10136782-0302;BE10136782;#N/A;4.56071;51.33364;Pluimvee;CHCK;NA;MEATP;11500;1/04/2019
